Area,B,C,D,E,F,G,H,I,J
2797,2,4,2,2,1,3,4,1,5
2798,2,4,2,2,1,3,4,2,5
2799,2,4,2,2,1,3,4,3,5
2800,2,4,2,2,2,1,1,1,3
2801,2,4,2,2,2,1,1,2,3
2802,2,4,2,2,2,1,1,3,3
2803,2,4,2,2,2,1,2,1,3
2804,2,4,2,2,2,1,2,2,3
2805,2,4,2,2,2,1,2,3,3
2806,2,4,2,2,2,1,3,1,3
2807,2,4,2,2,2,1,3,2,3
2808,2,4,2,2,2,1,3,3,3
2809,2,4,2,2,2,1,4,1,3
2810,2,4,2,2,2,1,4,2,3
2811,2,4,2,2,2,1,4,3,3
2812,2,4,2,2,2,2,1,1,3
2813,2,4,2,2,2,2,1,2,3
2814,2,4,2,2,2,2,1,3,3
2815,2,4,2,2,2,2,2,1,3
2816,2,4,2,2,2,2,2,2,3
2817,2,4,2,2,2,2,2,3,3
2818,2,4,2,2,2,2,3,1,3
2819,2,4,2,2,2,2,3,2,3
2820,2,4,2,2,2,2,3,3,3
2821,2,4,2,2,2,2,4,1,3
2822,2,4,2,2,2,2,4,2,3
2823,2,4,2,2,2,2,4,3,3
2824,2,4,2,2,2,3,1,1,3
2825,2,4,2,2,2,3,1,2,3
2826,2,4,2,2,2,3,1,3,3
2827,2,4,2,2,2,3,2,1,3
2828,2,4,2,2,2,3,2,2,3
2829,2,4,2,2,2,3,2,3,3
2830,2,4,2,2,2,3,3,1,3
2831,2,4,2,2,2,3,3,2,3
2832,2,4,2,2,2,3,3,3,3
2833,2,4,2,2,2,3,4,1,3
2834,2,4,2,2,2,3,4,2,3
2835,2,4,2,2,2,3,4,3,3
2836,2,4,2,2,3,2,1,1,1
2837,2,4,2,2,3,2,2,1,1
2838,2,4,2,2,3,2,3,1,1
2839,2,4,2,2,3,2,4,1,1
2840,2,4,2,3,1,1,1,1,5
2841,2,4,2,3,1,1,1,2,5
2842,2,4,2,3,1,1,1,3,5
2843,2,4,2,3,1,1,2,1,5
2844,2,4,2,3,1,1,2,2,5
2845,2,4,2,3,1,1,2,3,5
2846,2,4,2,3,1,1,3,1,5
2847,2,4,2,3,1,1,3,2,5
2848,2,4,2,3,1,1,3,3,5
2849,2,4,2,3,1,1,4,1,5
2850,2,4,2,3,1,1,4,2,5
2851,2,4,2,3,1,1,4,3,5
2852,2,4,2,3,1,2,1,1,5
2853,2,4,2,3,1,2,1,2,5
2854,2,4,2,3,1,2,1,3,5
2855,2,4,2,3,1,2,2,1,5
2856,2,4,2,3,1,2,2,2,5
2857,2,4,2,3,1,2,2,3,5
2858,2,4,2,3,1,2,3,1,5
2859,2,4,2,3,1,2,3,2,5
2860,2,4,2,3,1,2,3,3,5
2861,2,4,2,3,1,2,4,1,5
2862,2,4,2,3,1,2,4,2,5
2863,2,4,2,3,1,2,4,3,5
2864,2,4,2,3,1,3,1,1,5
2865,2,4,2,3,1,3,1,2,5
2866,2,4,2,3,1,3,1,3,5
2867,2,4,2,3,1,3,2,1,5
2868,2,4,2,3,1,3,2,2,5
2869,2,4,2,3,1,3,2,3,5
2870,2,4,2,3,1,3,3,1,5
2871,2,4,2,3,1,3,3,2,5
2872,2,4,2,3,1,3,3,3,5
2873,2,4,2,3,1,3,4,1,5
2874,2,4,2,3,1,3,4,2,5
2875,2,4,2,3,1,3,4,3,5
2876,2,4,2,3,2,1,1,1,3
2877,2,4,2,3,2,1,1,2,3
2878,2,4,2,3,2,1,1,3,3
2879,2,4,2,3,2,1,2,1,3
2880,2,4,2,3,2,1,2,2,3
2881,2,4,2,3,2,1,2,3,3
2882,2,4,2,3,2,1,3,1,3
2883,2,4,2,3,2,1,3,2,3
2884,2,4,2,3,2,1,3,3,3
2885,2,4,2,3,2,1,4,1,3
2886,2,4,2,3,2,1,4,2,3
2887,2,4,2,3,2,1,4,3,3
2888,2,4,2,3,2,2,1,1,3
2889,2,4,2,3,2,2,1,2,3
2890,2,4,2,3,2,2,1,3,3
2891,2,4,2,3,2,2,2,1,3
2892,2,4,2,3,2,2,2,2,3
2893,2,4,2,3,2,2,2,3,3
2894,2,4,2,3,2,2,3,1,3
2895,2,4,2,3,2,2,3,2,3
2896,2,4,2,3,2,2,3,3,3
2897,2,4,2,3,2,2,4,1,3
2898,2,4,2,3,2,2,4,2,3
2899,2,4,2,3,2,2,4,3,3
2900,2,4,2,3,2,3,1,1,3
2901,2,4,2,3,2,3,1,2,3
2902,2,4,2,3,2,3,1,3,3
2903,2,4,2,3,2,3,2,1,3
2904,2,4,2,3,2,3,2,2,3
2905,2,4,2,3,2,3,2,3,3
2906,2,4,2,3,2,3,3,1,3
2907,2,4,2,3,2,3,3,2,3
2908,2,4,2,3,2,3,3,3,3
2909,2,4,2,3,2,3,4,1,3
2910,2,4,2,3,2,3,4,2,3
2911,2,4,2,3,2,3,4,3,3
2912,2,4,2,3,3,2,1,1,1
2913,2,4,2,3,3,2,2,1,1
2914,2,4,2,3,3,2,3,1,1
2915,2,4,2,3,3,2,4,1,1
2916,2,4,3,1,1,1,1,1,5
2917,2,4,3,1,1,1,1,2,5
2918,2,4,3,1,1,1,1,3,5
2919,2,4,3,1,1,1,2,1,5
2920,2,4,3,1,1,1,2,2,5
2921,2,4,3,1,1,1,2,3,5
2922,2,4,3,1,1,1,3,1,5
2923,2,4,3,1,1,1,3,2,5
2924,2,4,3,1,1,1,3,3,5
2925,2,4,3,1,1,1,4,1,5
2926,2,4,3,1,1,1,4,2,5
2927,2,4,3,1,1,1,4,3,5
2928,2,4,3,1,1,2,1,1,5
2929,2,4,3,1,1,2,1,2,5
2930,2,4,3,1,1,2,1,3,5
2931,2,4,3,1,1,2,2,1,5
2932,2,4,3,1,1,2,2,2,5
2933,2,4,3,1,1,2,2,3,5
2934,2,4,3,1,1,2,3,1,5
2935,2,4,3,1,1,2,3,2,5
2936,2,4,3,1,1,2,3,3,5
2937,2,4,3,1,1,2,4,1,5
2938,2,4,3,1,1,2,4,2,5
2939,2,4,3,1,1,2,4,3,5
2940,2,4,3,1,1,3,1,1,5
2941,2,4,3,1,1,3,1,2,5
2942,2,4,3,1,1,3,1,3,5
2943,2,4,3,1,1,3,2,1,5
2944,2,4,3,1,1,3,2,2,5
2945,2,4,3,1,1,3,2,3,5
2946,2,4,3,1,1,3,3,1,5
2947,2,4,3,1,1,3,3,2,5
2948,2,4,3,1,1,3,3,3,5
2949,2,4,3,1,1,3,4,1,5
2950,2,4,3,1,1,3,4,2,5
2951,2,4,3,1,1,3,4,3,5
2952,2,4,3,1,2,2,1,1,1
2953,2,4,3,1,2,2,2,1,1
2954,2,4,3,1,2,2,3,1,1
2955,2,4,3,1,2,2,4,1,1
2956,2,4,3,1,3,2,1,1,1
2957,2,4,3,1,3,2,2,1,1
2958,2,4,3,1,3,2,3,1,1
2959,2,4,3,1,3,2,4,1,1
2960,2,4,3,2,1,1,1,1,5
2961,2,4,3,2,1,1,1,2,5
2962,2,4,3,2,1,1,1,3,5
2963,2,4,3,2,1,1,2,1,5
2964,2,4,3,2,1,1,2,2,5
2965,2,4,3,2,1,1,2,3,5
2966,2,4,3,2,1,1,3,1,5
2967,2,4,3,2,1,1,3,2,5
2968,2,4,3,2,1,1,3,3,5
2969,2,4,3,2,1,1,4,1,5
2970,2,4,3,2,1,1,4,2,5
2971,2,4,3,2,1,1,4,3,5
2972,2,4,3,2,1,2,1,1,5
2973,2,4,3,2,1,2,1,2,5
2974,2,4,3,2,1,2,1,3,5
2975,2,4,3,2,1,2,2,1,5
2976,2,4,3,2,1,2,2,2,5
2977,2,4,3,2,1,2,2,3,5
2978,2,4,3,2,1,2,3,1,5
2979,2,4,3,2,1,2,3,2,5
2980,2,4,3,2,1,2,3,3,5
2981,2,4,3,2,1,2,4,1,5
2982,2,4,3,2,1,2,4,2,5
2983,2,4,3,2,1,2,4,3,5
2984,2,4,3,2,1,3,1,1,5
2985,2,4,3,2,1,3,1,2,5
2986,2,4,3,2,1,3,1,3,5
2987,2,4,3,2,1,3,2,1,5
2988,2,4,3,2,1,3,2,2,5
2989,2,4,3,2,1,3,2,3,5
2990,2,4,3,2,1,3,3,1,5
2991,2,4,3,2,1,3,3,2,5
2992,2,4,3,2,1,3,3,3,5
2993,2,4,3,2,1,3,4,1,5
2994,2,4,3,2,1,3,4,2,5
2995,2,4,3,2,1,3,4,3,5
2996,2,4,3,2,2,2,1,1,1
2997,2,4,3,2,2,2,2,1,1
2998,2,4,3,2,2,2,3,1,1
2999,2,4,3,2,2,2,4,1,1
3000,2,4,3,2,3,2,1,1,1
3001,2,4,3,2,3,2,2,1,1
3002,2,4,3,2,3,2,3,1,1
3003,2,4,3,2,3,2,4,1,1
3004,2,4,3,3,1,1,1,1,5
3005,2,4,3,3,1,1,1,2,5
3006,2,4,3,3,1,1,1,3,5
3007,2,4,3,3,1,1,2,1,5
3008,2,4,3,3,1,1,2,2,5
3009,2,4,3,3,1,1,2,3,5
3010,2,4,3,3,1,1,3,1,5
3011,2,4,3,3,1,1,3,2,5
3012,2,4,3,3,1,1,3,3,5
3013,2,4,3,3,1,1,4,1,5
3014,2,4,3,3,1,1,4,2,5
3015,2,4,3,3,1,1,4,3,5
3016,2,4,3,3,1,2,1,1,5
3017,2,4,3,3,1,2,1,2,5
3018,2,4,3,3,1,2,1,3,5
3019,2,4,3,3,1,2,2,1,5
3020,2,4,3,3,1,2,2,2,5
3021,2,4,3,3,1,2,2,3,5
3022,2,4,3,3,1,2,3,1,5
3023,2,4,3,3,1,2,3,2,5
3024,2,4,3,3,1,2,3,3,5
3025,2,4,3,3,1,2,4,1,5
3026,2,4,3,3,1,2,4,2,5
3027,2,4,3,3,1,2,4,3,5
3028,2,4,3,3,1,3,1,1,5
3029,2,4,3,3,1,3,1,2,5
3030,2,4,3,3,1,3,1,3,5
3031,2,4,3,3,1,3,2,1,5
3032,2,4,3,3,1,3,2,2,5
3033,2,4,3,3,1,3,2,3,5
3034,2,4,3,3,1,3,3,1,5
3035,2,4,3,3,1,3,3,2,5
3036,2,4,3,3,1,3,3,3,5
3037,2,4,3,3,1,3,4,1,5
3038,2,4,3,3,1,3,4,2,5
3039,2,4,3,3,1,3,4,3,5
3040,2,4,3,3,2,2,1,1,1
3041,2,4,3,3,2,2,2,1,1
3042,2,4,3,3,2,2,3,1,1
3043,2,4,3,3,2,2,4,1,1
3044,2,4,3,3,3,2,1,1,1
3045,2,4,3,3,3,2,2,1,1
3046,2,4,3,3,3,2,3,1,1
3047,2,4,3,3,3,2,4,1,1
3048,2,5,1,1,1,1,1,1,5
3049,2,5,1,1,1,1,1,2,5
3050,2,5,1,1,1,1,1,3,5
3051,2,5,1,1,1,1,2,1,5
3052,2,5,1,1,1,1,2,2,5
3053,2,5,1,1,1,1,2,3,5
3054,2,5,1,1,1,1,3,1,5
3055,2,5,1,1,1,1,3,2,5
3056,2,5,1,1,1,1,3,3,5
3057,2,5,1,1,1,1,4,1,5
3058,2,5,1,1,1,1,4,2,5
3059,2,5,1,1,1,1,4,3,5
3060,2,5,1,1,1,2,1,1,5
3061,2,5,1,1,1,2,1,2,5
3062,2,5,1,1,1,2,1,3,5
3063,2,5,1,1,1,2,2,1,5
3064,2,5,1,1,1,2,2,2,5
3065,2,5,1,1,1,2,2,3,5
3066,2,5,1,1,1,2,3,1,5
3067,2,5,1,1,1,2,3,2,5
3068,2,5,1,1,1,2,3,3,5
3069,2,5,1,1,1,2,4,1,5
3070,2,5,1,1,1,2,4,2,5
3071,2,5,1,1,1,2,4,3,5
3072,2,5,1,1,1,3,1,1,5
3073,2,5,1,1,1,3,1,2,5
3074,2,5,1,1,1,3,1,3,5
3075,2,5,1,1,1,3,2,1,5
3076,2,5,1,1,1,3,2,2,5
3077,2,5,1,1,1,3,2,3,5
3078,2,5,1,1,1,3,3,1,5
3079,2,5,1,1,1,3,3,2,5
3080,2,5,1,1,1,3,3,3,5
3081,2,5,1,1,1,3,4,1,5
3082,2,5,1,1,1,3,4,2,5
3083,2,5,1,1,1,3,4,3,5
3084,2,5,1,1,2,2,1,1,1
3085,2,5,1,1,2,2,2,1,1
3086,2,5,1,1,2,2,3,1,1
3087,2,5,1,1,2,2,4,1,1
3088,2,5,1,1,3,2,1,1,1
3089,2,5,1,1,3,2,2,1,1
3090,2,5,1,1,3,2,3,1,1
3091,2,5,1,1,3,2,4,1,1
3092,2,5,1,2,1,1,1,1,5
3093,2,5,1,2,1,1,1,2,5
3094,2,5,1,2,1,1,1,3,5
3095,2,5,1,2,1,1,2,1,5
3096,2,5,1,2,1,1,2,2,5
3097,2,5,1,2,1,1,2,3,5
3098,2,5,1,2,1,1,3,1,5
3099,2,5,1,2,1,1,3,2,5
3100,2,5,1,2,1,1,3,3,5
3101,2,5,1,2,1,1,4,1,5
3102,2,5,1,2,1,1,4,2,5
3103,2,5,1,2,1,1,4,3,5
3104,2,5,1,2,1,2,1,1,5
3105,2,5,1,2,1,2,1,2,5
3106,2,5,1,2,1,2,1,3,5
3107,2,5,1,2,1,2,2,1,5
3108,2,5,1,2,1,2,2,2,5
3109,2,5,1,2,1,2,2,3,5
3110,2,5,1,2,1,2,3,1,5
3111,2,5,1,2,1,2,3,2,5
3112,2,5,1,2,1,2,3,3,5
3113,2,5,1,2,1,2,4,1,5
3114,2,5,1,2,1,2,4,2,5
3115,2,5,1,2,1,2,4,3,5
3116,2,5,1,2,1,3,1,1,5
3117,2,5,1,2,1,3,1,2,5
3118,2,5,1,2,1,3,1,3,5
3119,2,5,1,2,1,3,2,1,5
3120,2,5,1,2,1,3,2,2,5
3121,2,5,1,2,1,3,2,3,5
3122,2,5,1,2,1,3,3,1,5
3123,2,5,1,2,1,3,3,2,5
3124,2,5,1,2,1,3,3,3,5
3125,2,5,1,2,1,3,4,1,5
3126,2,5,1,2,1,3,4,2,5
3127,2,5,1,2,1,3,4,3,5
3128,2,5,1,2,2,2,1,1,1
3129,2,5,1,2,2,2,2,1,1
3130,2,5,1,2,2,2,3,1,1
3131,2,5,1,2,2,2,4,1,1
3132,2,5,1,2,3,2,1,1,1
3133,2,5,1,2,3,2,2,1,1
3134,2,5,1,2,3,2,3,1,1
3135,2,5,1,2,3,2,4,1,1
3136,2,5,1,3,1,1,1,1,5
3137,2,5,1,3,1,1,1,2,5
3138,2,5,1,3,1,1,1,3,5
3139,2,5,1,3,1,1,2,1,5
3140,2,5,1,3,1,1,2,2,5
3141,2,5,1,3,1,1,2,3,5
3142,2,5,1,3,1,1,3,1,5
3143,2,5,1,3,1,1,3,2,5
3144,2,5,1,3,1,1,3,3,5
3145,2,5,1,3,1,1,4,1,5
3146,2,5,1,3,1,1,4,2,5
3147,2,5,1,3,1,1,4,3,5
3148,2,5,1,3,1,2,1,1,5
3149,2,5,1,3,1,2,1,2,5
3150,2,5,1,3,1,2,1,3,5
3151,2,5,1,3,1,2,2,1,5
3152,2,5,1,3,1,2,2,2,5
3153,2,5,1,3,1,2,2,3,5
3154,2,5,1,3,1,2,3,1,5
3155,2,5,1,3,1,2,3,2,5
3156,2,5,1,3,1,2,3,3,5
3157,2,5,1,3,1,2,4,1,5
3158,2,5,1,3,1,2,4,2,5
3159,2,5,1,3,1,2,4,3,5
3160,2,5,1,3,1,3,1,1,5
3161,2,5,1,3,1,3,1,2,5
3162,2,5,1,3,1,3,1,3,5
3163,2,5,1,3,1,3,2,1,5
3164,2,5,1,3,1,3,2,2,5
3165,2,5,1,3,1,3,2,3,5
3166,2,5,1,3,1,3,3,1,5
3167,2,5,1,3,1,3,3,2,5
3168,2,5,1,3,1,3,3,3,5
3169,2,5,1,3,1,3,4,1,5
3170,2,5,1,3,1,3,4,2,5
3171,2,5,1,3,1,3,4,3,5
3172,2,5,1,3,2,2,1,1,1
3173,2,5,1,3,2,2,2,1,1
3174,2,5,1,3,2,2,3,1,1
3175,2,5,1,3,2,2,4,1,1
3176,2,5,1,3,3,2,1,1,1
3177,2,5,1,3,3,2,2,1,1
3178,2,5,1,3,3,2,3,1,1
3179,2,5,1,3,3,2,4,1,1
3180,2,5,2,1,1,1,1,1,5
3181,2,5,2,1,1,1,1,2,5
3182,2,5,2,1,1,1,1,3,5
3183,2,5,2,1,1,1,2,1,5
3184,2,5,2,1,1,1,2,2,5
3185,2,5,2,1,1,1,2,3,5
3186,2,5,2,1,1,1,3,1,5
3187,2,5,2,1,1,1,3,2,5
3188,2,5,2,1,1,1,3,3,5
3189,2,5,2,1,1,1,4,1,5
3190,2,5,2,1,1,1,4,2,5
3191,2,5,2,1,1,1,4,3,5
3192,2,5,2,1,1,2,1,1,5
3193,2,5,2,1,1,2,1,2,5
3194,2,5,2,1,1,2,1,3,5
3195,2,5,2,1,1,2,2,1,5
3196,2,5,2,1,1,2,2,2,5
3197,2,5,2,1,1,2,2,3,5
3198,2,5,2,1,1,2,3,1,5
3199,2,5,2,1,1,2,3,2,5
3200,2,5,2,1,1,2,3,3,5
3201,2,5,2,1,1,2,4,1,5
3202,2,5,2,1,1,2,4,2,5
3203,2,5,2,1,1,2,4,3,5
3204,2,5,2,1,1,3,1,1,5
3205,2,5,2,1,1,3,1,2,5
3206,2,5,2,1,1,3,1,3,5
3207,2,5,2,1,1,3,2,1,5
3208,2,5,2,1,1,3,2,2,5
3209,2,5,2,1,1,3,2,3,5
3210,2,5,2,1,1,3,3,1,5
3211,2,5,2,1,1,3,3,2,5
3212,2,5,2,1,1,3,3,3,5
3213,2,5,2,1,1,3,4,1,5
3214,2,5,2,1,1,3,4,2,5
3215,2,5,2,1,1,3,4,3,5
3216,2,5,2,1,2,2,1,1,1
3217,2,5,2,1,2,2,2,1,1
3218,2,5,2,1,2,2,3,1,1
3219,2,5,2,1,2,2,4,1,1
3220,2,5,2,1,3,2,1,1,1
3221,2,5,2,1,3,2,2,1,1
3222,2,5,2,1,3,2,3,1,1
3223,2,5,2,1,3,2,4,1,1
3224,2,5,2,2,1,1,1,1,5
3225,2,5,2,2,1,1,1,2,5
3226,2,5,2,2,1,1,1,3,5
3227,2,5,2,2,1,1,2,1,5
3228,2,5,2,2,1,1,2,2,5
3229,2,5,2,2,1,1,2,3,5
3230,2,5,2,2,1,1,3,1,5
3231,2,5,2,2,1,1,3,2,5
3232,2,5,2,2,1,1,3,3,5
3233,2,5,2,2,1,1,4,1,5
3234,2,5,2,2,1,1,4,2,5
3235,2,5,2,2,1,1,4,3,5
3236,2,5,2,2,1,2,1,1,5
3237,2,5,2,2,1,2,1,2,5
3238,2,5,2,2,1,2,1,3,5
3239,2,5,2,2,1,2,2,1,5
3240,2,5,2,2,1,2,2,2,5
3241,2,5,2,2,1,2,2,3,5
3242,2,5,2,2,1,2,3,1,5
3243,2,5,2,2,1,2,3,2,5
3244,2,5,2,2,1,2,3,3,5
3245,2,5,2,2,1,2,4,1,5
3246,2,5,2,2,1,2,4,2,5
3247,2,5,2,2,1,2,4,3,5
3248,2,5,2,2,1,3,1,1,5
3249,2,5,2,2,1,3,1,2,5
3250,2,5,2,2,1,3,1,3,5
3251,2,5,2,2,1,3,2,1,5
3252,2,5,2,2,1,3,2,2,5
3253,2,5,2,2,1,3,2,3,5
3254,2,5,2,2,1,3,3,1,5
3255,2,5,2,2,1,3,3,2,5
3256,2,5,2,2,1,3,3,3,5
3257,2,5,2,2,1,3,4,1,5
3258,2,5,2,2,1,3,4,2,5
3259,2,5,2,2,1,3,4,3,5
3260,2,5,2,2,2,2,1,1,1
3261,2,5,2,2,2,2,2,1,1
3262,2,5,2,2,2,2,3,1,1
3263,2,5,2,2,2,2,4,1,1
3264,2,5,2,2,3,2,1,1,1
3265,2,5,2,2,3,2,2,1,1
3266,2,5,2,2,3,2,3,1,1
3267,2,5,2,2,3,2,4,1,1
3268,2,5,2,3,1,1,1,1,5
3269,2,5,2,3,1,1,1,2,5
3270,2,5,2,3,1,1,1,3,5
3271,2,5,2,3,1,1,2,1,5
3272,2,5,2,3,1,1,2,2,5
3273,2,5,2,3,1,1,2,3,5
3274,2,5,2,3,1,1,3,1,5
3275,2,5,2,3,1,1,3,2,5
3276,2,5,2,3,1,1,3,3,5
3277,2,5,2,3,1,1,4,1,5
3278,2,5,2,3,1,1,4,2,5
3279,2,5,2,3,1,1,4,3,5
3280,2,5,2,3,1,2,1,1,5
3281,2,5,2,3,1,2,1,2,5
3282,2,5,2,3,1,2,1,3,5
3283,2,5,2,3,1,2,2,1,5
3284,2,5,2,3,1,2,2,2,5
3285,2,5,2,3,1,2,2,3,5
3286,2,5,2,3,1,2,3,1,5
3287,2,5,2,3,1,2,3,2,5
3288,2,5,2,3,1,2,3,3,5
3289,2,5,2,3,1,2,4,1,5
3290,2,5,2,3,1,2,4,2,5
3291,2,5,2,3,1,2,4,3,5
3292,2,5,2,3,1,3,1,1,5
3293,2,5,2,3,1,3,1,2,5
3294,2,5,2,3,1,3,1,3,5
3295,2,5,2,3,1,3,2,1,5
3296,2,5,2,3,1,3,2,2,5
3297,2,5,2,3,1,3,2,3,5
3298,2,5,2,3,1,3,3,1,5
3299,2,5,2,3,1,3,3,2,5
3300,2,5,2,3,1,3,3,3,5
3301,2,5,2,3,1,3,4,1,5
3302,2,5,2,3,1,3,4,2,5
3303,2,5,2,3,1,3,4,3,5
3304,2,5,2,3,2,2,1,1,1
3305,2,5,2,3,2,2,2,1,1
3306,2,5,2,3,2,2,3,1,1
3307,2,5,2,3,2,2,4,1,1
3308,2,5,2,3,3,2,1,1,1
3309,2,5,2,3,3,2,2,1,1
3310,2,5,2,3,3,2,3,1,1
3311,2,5,2,3,3,2,4,1,1
3312,2,5,3,1,1,1,1,1,5
3313,2,5,3,1,1,1,1,2,5
3314,2,5,3,1,1,1,1,3,5
3315,2,5,3,1,1,1,2,1,5
3316,2,5,3,1,1,1,2,2,5
3317,2,5,3,1,1,1,2,3,5
3318,2,5,3,1,1,1,3,1,5
3319,2,5,3,1,1,1,3,2,5
3320,2,5,3,1,1,1,3,3,5
3321,2,5,3,1,1,1,4,1,5
3322,2,5,3,1,1,1,4,2,5
3323,2,5,3,1,1,1,4,3,5
3324,2,5,3,1,1,2,1,1,5
3325,2,5,3,1,1,2,1,2,5
3326,2,5,3,1,1,2,1,3,5
3327,2,5,3,1,1,2,2,1,5
3328,2,5,3,1,1,2,2,2,5
3329,2,5,3,1,1,2,2,3,5
3330,2,5,3,1,1,2,3,1,5
3331,2,5,3,1,1,2,3,2,5
3332,2,5,3,1,1,2,3,3,5
3333,2,5,3,1,1,2,4,1,5
3334,2,5,3,1,1,2,4,2,5
3335,2,5,3,1,1,2,4,3,5
3336,2,5,3,1,1,3,1,1,5
3337,2,5,3,1,1,3,1,2,5
3338,2,5,3,1,1,3,1,3,5
3339,2,5,3,1,1,3,2,1,5
3340,2,5,3,1,1,3,2,2,5
3341,2,5,3,1,1,3,2,3,5
3342,2,5,3,1,1,3,3,1,5
3343,2,5,3,1,1,3,3,2,5
3344,2,5,3,1,1,3,3,3,5
3345,2,5,3,1,1,3,4,1,5
3346,2,5,3,1,1,3,4,2,5
3347,2,5,3,1,1,3,4,3,5
3348,2,5,3,1,2,2,1,1,1
3349,2,5,3,1,2,2,2,1,1
3350,2,5,3,1,2,2,3,1,1
3351,2,5,3,1,2,2,4,1,1
3352,2,5,3,1,3,2,1,1,1
3353,2,5,3,1,3,2,2,1,1
3354,2,5,3,1,3,2,3,1,1
3355,2,5,3,1,3,2,4,1,1
3356,2,5,3,2,1,1,1,1,5
3357,2,5,3,2,1,1,1,2,5
3358,2,5,3,2,1,1,1,3,5
3359,2,5,3,2,1,1,2,1,5
3360,2,5,3,2,1,1,2,2,5
3361,2,5,3,2,1,1,2,3,5
3362,2,5,3,2,1,1,3,1,5
3363,2,5,3,2,1,1,3,2,5
3364,2,5,3,2,1,1,3,3,5
3365,2,5,3,2,1,1,4,1,5
3366,2,5,3,2,1,1,4,2,5
3367,2,5,3,2,1,1,4,3,5
3368,2,5,3,2,1,2,1,1,5
3369,2,5,3,2,1,2,1,2,5
3370,2,5,3,2,1,2,1,3,5
3371,2,5,3,2,1,2,2,1,5
3372,2,5,3,2,1,2,2,2,5
3373,2,5,3,2,1,2,2,3,5
3374,2,5,3,2,1,2,3,1,5
3375,2,5,3,2,1,2,3,2,5
3376,2,5,3,2,1,2,3,3,5
3377,2,5,3,2,1,2,4,1,5
3378,2,5,3,2,1,2,4,2,5
3379,2,5,3,2,1,2,4,3,5
3380,2,5,3,2,1,3,1,1,5
3381,2,5,3,2,1,3,1,2,5
3382,2,5,3,2,1,3,1,3,5
3383,2,5,3,2,1,3,2,1,5
3384,2,5,3,2,1,3,2,2,5
3385,2,5,3,2,1,3,2,3,5
3386,2,5,3,2,1,3,3,1,5
3387,2,5,3,2,1,3,3,2,5
3388,2,5,3,2,1,3,3,3,5
3389,2,5,3,2,1,3,4,1,5
3390,2,5,3,2,1,3,4,2,5
3391,2,5,3,2,1,3,4,3,5
3392,2,5,3,2,2,2,1,1,1
3393,2,5,3,2,2,2,2,1,1
3394,2,5,3,2,2,2,3,1,1
3395,2,5,3,2,2,2,4,1,1
3396,2,5,3,2,3,2,1,1,1
3397,2,5,3,2,3,2,2,1,1
3398,2,5,3,2,3,2,3,1,1
3399,2,5,3,2,3,2,4,1,1
3400,2,5,3,3,1,1,1,1,5
3401,2,5,3,3,1,1,1,2,5
3402,2,5,3,3,1,1,1,3,5
3403,2,5,3,3,1,1,2,1,5
3404,2,5,3,3,1,1,2,2,5
3405,2,5,3,3,1,1,2,3,5
3406,2,5,3,3,1,1,3,1,5
3407,2,5,3,3,1,1,3,2,5
3408,2,5,3,3,1,1,3,3,5
3409,2,5,3,3,1,1,4,1,5
3410,2,5,3,3,1,1,4,2,5
3411,2,5,3,3,1,1,4,3,5
3412,2,5,3,3,1,2,1,1,5
3413,2,5,3,3,1,2,1,2,5
3414,2,5,3,3,1,2,1,3,5
3415,2,5,3,3,1,2,2,1,5
3416,2,5,3,3,1,2,2,2,5
3417,2,5,3,3,1,2,2,3,5
3418,2,5,3,3,1,2,3,1,5
3419,2,5,3,3,1,2,3,2,5
3420,2,5,3,3,1,2,3,3,5
3421,2,5,3,3,1,2,4,1,5
3422,2,5,3,3,1,2,4,2,5
3423,2,5,3,3,1,2,4,3,5
3424,2,5,3,3,1,3,1,1,5
3425,2,5,3,3,1,3,1,2,5
3426,2,5,3,3,1,3,1,3,5
3427,2,5,3,3,1,3,2,1,5
3428,2,5,3,3,1,3,2,2,5
3429,2,5,3,3,1,3,2,3,5
3430,2,5,3,3,1,3,3,1,5
3431,2,5,3,3,1,3,3,2,5
3432,2,5,3,3,1,3,3,3,5
3433,2,5,3,3,1,3,4,1,5
3434,2,5,3,3,1,3,4,2,5
3435,2,5,3,3,1,3,4,3,5
3436,2,5,3,3,2,2,1,1,1
3437,2,5,3,3,2,2,2,1,1
3438,2,5,3,3,2,2,3,1,1
3439,2,5,3,3,2,2,4,1,1
3440,2,5,3,3,3,2,1,1,1
3441,2,5,3,3,3,2,2,1,1
3442,2,5,3,3,3,2,3,1,1
3443,2,5,3,3,3,2,4,1,1
3444,2,6,1,1,1,1,1,1,5
3445,2,6,1,1,1,1,1,2,5
3446,2,6,1,1,1,1,1,3,5
3447,2,6,1,1,1,1,2,1,5
3448,2,6,1,1,1,1,2,2,5
3449,2,6,1,1,1,1,2,3,5
3450,2,6,1,1,1,1,3,1,5
3451,2,6,1,1,1,1,3,2,5
3452,2,6,1,1,1,1,3,3,5
3453,2,6,1,1,1,1,4,1,5
3454,2,6,1,1,1,1,4,2,5
3455,2,6,1,1,1,1,4,3,5
3456,2,6,1,1,1,2,1,1,5
3457,2,6,1,1,1,2,1,2,5
3458,2,6,1,1,1,2,1,3,5
3459,2,6,1,1,1,2,2,1,5
3460,2,6,1,1,1,2,2,2,5
3461,2,6,1,1,1,2,2,3,5
